waveform	Gen		Ch1	
t0	12.05.2019  14:37:57,033857		12.05.2019  14:37:57,033845	
delta t	8,000000E-5		8,000000E-5	

time[0]	Gen	time[1]	Ch1
12.05.2019  14:37:57,052497	3,492944E-3	12.05.2019  14:37:57,052485	2,192639E-3
12.05.2019  14:37:57,052577	3,492944E-3	12.05.2019  14:37:57,052565	2,192639E-3
12.05.2019  14:37:57,052657	3,492944E-3	12.05.2019  14:37:57,052645	1,867563E-3
12.05.2019  14:37:57,052737	3,818020E-3	12.05.2019  14:37:57,052725	1,542486E-3
12.05.2019  14:37:57,052817	3,167868E-3	12.05.2019  14:37:57,052805	1,542486E-3
12.05.2019  14:37:57,052897	2,842791E-3	12.05.2019  14:37:57,052885	1,867563E-3
12.05.2019  14:37:57,052977	3,167868E-3	12.05.2019  14:37:57,052965	1,867563E-3
12.05.2019  14:37:57,053057	3,492944E-3	12.05.2019  14:37:57,053045	8,923338E-4
12.05.2019  14:37:57,053137	2,842791E-3	12.05.2019  14:37:57,053125	1,867563E-3
12.05.2019  14:37:57,053217	2,842791E-3	12.05.2019  14:37:57,053205	1,542486E-3
12.05.2019  14:37:57,053297	3,167868E-3	12.05.2019  14:37:57,053285	1,867563E-3
12.05.2019  14:37:57,053377	3,492944E-3	12.05.2019  14:37:57,053365	2,517715E-3
12.05.2019  14:37:57,053457	3,167868E-3	12.05.2019  14:37:57,053445	1,542486E-3
12.05.2019  14:37:57,053537	3,818020E-3	12.05.2019  14:37:57,053525	1,217410E-3
12.05.2019  14:37:57,053617	3,492944E-3	12.05.2019  14:37:57,053605	2,192639E-3
12.05.2019  14:37:57,053697	2,517715E-3	12.05.2019  14:37:57,053685	1,867563E-3
12.05.2019  14:37:57,053777	3,818020E-3	12.05.2019  14:37:57,053765	1,867563E-3
12.05.2019  14:37:57,053857	2,842791E-3	12.05.2019  14:37:57,053845	2,517715E-3
12.05.2019  14:37:57,053937	3,167868E-3	12.05.2019  14:37:57,053925	2,192639E-3
12.05.2019  14:37:57,054017	3,492944E-3	12.05.2019  14:37:57,054005	1,542486E-3
12.05.2019  14:37:57,054097	3,818020E-3	12.05.2019  14:37:57,054085	1,867563E-3
12.05.2019  14:37:57,054177	2,517715E-3	12.05.2019  14:37:57,054165	2,192639E-3
12.05.2019  14:37:57,054257	3,167868E-3	12.05.2019  14:37:57,054245	2,517715E-3
12.05.2019  14:37:57,054337	3,167868E-3	12.05.2019  14:37:57,054325	2,517715E-3
12.05.2019  14:37:57,054417	3,818020E-3	12.05.2019  14:37:57,054405	2,192639E-3
12.05.2019  14:37:57,054497	3,818020E-3	12.05.2019  14:37:57,054485	1,867563E-3
12.05.2019  14:37:57,054577	3,818020E-3	12.05.2019  14:37:57,054565	2,192639E-3
12.05.2019  14:37:57,054657	3,492944E-3	12.05.2019  14:37:57,054645	2,517715E-3
12.05.2019  14:37:57,054737	3,167868E-3	12.05.2019  14:37:57,054725	2,192639E-3
12.05.2019  14:37:57,054817	3,167868E-3	12.05.2019  14:37:57,054805	2,192639E-3
12.05.2019  14:37:57,054897	3,167868E-3	12.05.2019  14:37:57,054885	1,867563E-3
12.05.2019  14:37:57,054977	2,842791E-3	12.05.2019  14:37:57,054965	2,192639E-3
12.05.2019  14:37:57,055057	3,167868E-3	12.05.2019  14:37:57,055045	1,867563E-3
12.05.2019  14:37:57,055137	3,167868E-3	12.05.2019  14:37:57,055125	1,867563E-3
12.05.2019  14:37:57,055217	3,818020E-3	12.05.2019  14:37:57,055205	2,517715E-3
